uid,uof_uid,tracking_id_og,tracking_id,investigation_status,service_type,light_condition,weather_condition,shift_time,disposition,division,division_level,unit,originating_bureau,use_of_force_description,use_of_force_level,use_of_force_effective,age,years_of_service,officer_injured,agency,use_of_force_reason
aba05b35aab093052a0899b4da6da502,2715c22456ab178318c2c10a065bb898,ftn2019-0373,aa03054a778488025f8d46c158835d5c,Completed,traffic stop,good,clear conditions,between 3pm-11pm,use of force justified,task force,3rd district,task force a,field operations bureau,takedown (with injury),l2,yes,33,7,No,new-orleans-pd,refused verbal commands
0fd918953bcf405370b42851d73035a1,273ff8ee56e2f2481e115a5001ac24f5,ftn2018-0394,7b4723ce8d98f97fb93ac60463badfd6,Completed,pedestrian stop,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,1st district,patrol,management service bureau,hands,l1,yes,31,4,No,new-orleans-pd,flight from an officer
9ad5e9f26b061dbe6a98fdc91f4937d1,2742a9fadcf972677e86d1db761406ae,ftn2018-0030,9e27becbc3efefb6fac20e3967f9a4ac,Completed,arresting,good,clear conditions,between 11pm-7am,use of force authorized,bourbon promenade,8th district,bourbon street,field operations bureau,force (take down),l2,yes,24,6,No,new-orleans-pd,resisted lawful arrest
8ee802dc181891310fde3f7f06d0ae55,27a1e4102b0a6d461d9429f91a434bb0,ftn2017-0296,020dff90d69e95e9d92a1178198fad1b,Completed,call for service,good,rainy conditions - light,between 7am-3pm,use of force authorized,a platoon,5th district,patrol,field operations bureau,force (take down),l2,yes,47,5,No,new-orleans-pd,refused verbal commands
58f9521f23a867156db72be5749f479a,27b6b95ed7f359be5e2956277f300a22,ftn2019-0245,a8fa0caa400181a17d7742b695330046,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,a platoon,5th district,patrol,field operations bureau,firearm (exhibited),l1,yes,48,9,No,new-orleans-pd,flight from an officer
9679eb18d20c8deadce08ef195567b15,27bc5b856c175fd91cf93411109a7d42,ftn2017-0431,0aae95af3125993faab839bcae7ff622,Completed,traffic stop,good,clear conditions,between 7am-3pm,use of force authorized,task force,7th district,a,field operations bureau,force (take down),l2,yes,33,7,No,new-orleans-pd,resisted lawful arrest
c7f8d8b63cabc4e9474a482fe884aa12,27bd54ce917e34195059927b6af50fea,ftn2016-0313,5e56eed7c459eb972979ae9168c7de23,Completed,call for service,good,clear conditions,,use of force authorized,day watch,7th district,,field operations bureau,conducted electrical weapon exhibited/laser,l1,yes,42,24,No,new-orleans-pd,other
fa9213ad765f4e31d5a865332fd1cf4b,27c3769af7a46ca0f8c05efd3a678470,ftn2021-0326,73ca2a29101a54cd85a11758982b1828,Completed,pedestrian stop,poor,clear conditions,between 3pm-11pm,use of force justified,tactical,special operations,,field operations bureau,canine (no bite),l2,yes,33,13,No,new-orleans-pd,flight from an officer
25a512f2265ebe5600d9d716af6e1ac5,27cc8a16f5c657b2cdd516ff03849720,ftn2021-0216,d89aa82b55c92a0581b0d39ff9a70f54,Completed,arresting,good,clear conditions,between 7am-3pm,use of force not justified,a platoon,2nd district,,field operations bureau,takedown (no injury),l1,yes,37,5,No,new-orleans-pd,other
689f113506d36249dc30a86fe310fce3,27e043837dc845af8493157ff58eb377,ftn2017-0308,294ad8ecfed18db55d4bfd437c7fe05d,Completed,call for service,good,clear conditions,between 11pm-7am,use of force authorized,c platoon,6th district,,field operations bureau,hands,l1,yes,26,7,No,new-orleans-pd,resisted lawful arrest
5bf8292aa5267d87a93cf5858a767f9d,27f9134cae505a27d3ce89bfa9b096cd,ftn2017-0410,54d08b127517b7a9d79ebed1eef9c090,Completed,traffic stop,good,clear conditions,between 7am-3pm,use of force authorized,2nd platoon,1st district,patrol,field operations bureau,hands,l1,yes,27,7,No,new-orleans-pd,refused verbal commands
06dbf3379a0c0a9fa24c0a0053c50608,27fac029700b91bc41c2a4eff76d45a2,ftn2016-0309,6f4ed67f6b4ec1b8bdb8c628eecca0c5,Completed,call for service,good,clear conditions,,use of force authorized,b platoon,8th district,,field operations bureau,other,l1,yes,27,8,No,new-orleans-pd,resisted lawful arrest
243e11a7128df89c570314aed55a9dc8,2803dc3c4d9f5e7606e5bb6e9d640100,ftn2016-0339,488946640aa180c86daa9965b696b1da,Completed,serving a warrant,poor,clear conditions,,use of force authorized,investigations,3rd district,staff,field operations bureau,firearm (exhibited),l1,yes,46,27,No,new-orleans-pd,resisted lawful arrest
e50b230cd6eda04505c2cbb950ba2331,28077b5738d84f5e69fbd65a627870c6,ftn2021-0113,ea09cbc5bcdbd95cfdfdd34a321b5027,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,a platoon,6th district,patrol,field operations bureau,hands,l1,yes,28,4,No,new-orleans-pd,other
ce959f622671394b9ee0f7b867d8f441,2816340a6e4d6e1c419acc01996954e2,ftn2016-0303,690acfa6ff526cda7dd5bf74e0ff105b,Completed,arresting,good,clear conditions,between 11pm-7am,use of force authorized,c platoon,3rd district,patrol,field operations bureau,hands,l1,no,36,17,Yes,new-orleans-pd,resisted lawful arrest
5dcffc066414c6bf5b7a38e2124689a3,281998a117e63da7c85d8e7c55ac3a58,ftn2020-0326,f6deb27c1cbe4cb59137e727b61e222a,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,5th district,patrol,field operations bureau,firearm (exhibited),l1,no,39,5,No,new-orleans-pd,refused verbal commands
a7d7f4e7d2fd5aae34ea1ddcb45dd7ac,281cda92a062f52f7e521114a2e57269,ftn2016-0560,bbf0dd3f2877becaa4c17dfb0976bf05,Completed,arresting,good,clear conditions,,use of force authorized,8th district,8th district,,field operations bureau,hands,l1,yes,38,16,No,new-orleans-pd,resisted lawful arrest
5df7498251af272ef6e33c0a4c141e4d,2838ec2245462ac91555122e09c51394,ftn2016-0087,78f402881e86951cf8966ff3257fe3b9,Completed,call for service,good,clear conditions,,use of force authorized,task force,7th district,a,field operations bureau,firearm (exhibited),l1,yes,30,11,No,new-orleans-pd,resisted lawful arrest
947ded427735a4e816e3a7b4f06d968b,283cf96702bb65c2488b6cbb7939398b,ftn2018-0379,e5d93cab59045e745dc145be4d4d82dd,Completed,arresting,good,clear conditions,between 11pm-7am,use of force justified,c platoon,8th district,patrol,field operations bureau,head strike (no weapon),l3,yes,28,7,Yes,new-orleans-pd,resisted lawful arrest
5dcffc066414c6bf5b7a38e2124689a3,283d1e509a44345c62aad36f14425460,ftn2019-0173,6de330ff791429355878458c60b84ff4,Completed,traffic stop,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,5th district,,field operations bureau,firearm (exhibited),l1,yes,38,5,No,new-orleans-pd,flight from an officer
ad059431c8e76aec61e20a6e349d007c,284243fc6c55465a8e2faec58584f9c9,ftn2021-0333,a1f7ca97c3e00086b20a185b8ef4c5eb,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,7th district,patrol,field operations bureau,firearm (exhibited),l1,yes,26,3,No,new-orleans-pd,weapon exhibited
2919b034c5c5024c90d8a4fb95325777,284ecb443828055eb1afd40e33e29952,ftn2021-0233,230bad8579a19927b851fed87e84cc87,Completed,arresting,good,clear conditions,between 11pm-7am,use of force justified,c platoon,5th district,patrol,field operations bureau,hands,l1,yes,59,30,No,new-orleans-pd,flight from an officer
5b6e66b78400b94ef5c467087111d3fa,284fbb9e8c535f8e801582f63a309016,ftn2020-0124,7cc916027d636e1ab5a7f285a560435a,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified with policy violation,task force a,2nd district,task force a,field operations bureau,firearm (exhibited),l1,yes,32,5,No,new-orleans-pd,flight from an officer
ac375306ed3c62288e995e052f48fd31,2855c31e52a4c466576aa541b1911cf5,ftn2018-0070,8f6f4edcc47d79944020a2ae2ac52c43,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force authorized,,2nd district,,field operations bureau,force (take down),l2,yes,49,15,No,new-orleans-pd,refused verbal commands
70eac13d3e90514dd58a224c5491ffb4,2866c000011abb70c9db52edb30692ee,ftn2016-0532,9473cefe8d02615172b403c991ce0470,Completed,serving a warrant,poor,clear conditions,,use of force authorized,tactical,special operations,1st platoon,field operations bureau,firearm (exhibited),l1,yes,31,15,No,new-orleans-pd,other
be6dd04e8bff4efdbc9422ac8ed16e67,286848d8c11474b570ac0418199c628c,ftn2019-0061,d80dd6349397a0f9476de98ead3d3c0f,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,narcotics,6th district,task force a,field operations bureau,takedown (with injury),l2,no,29,5,No,new-orleans-pd,resisted lawful arrest
d31a53b9beee5db9ed3cc76cceb1ad3a,2885af598c6b3fe4ff378fc5a43b2bf7,ftn2021-0194,64baabb686a363f179364c8e01044e9a,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified,c platoon,8th district,patrol,field operations bureau,firearm (exhibited),l1,yes,38,13,No,new-orleans-pd,other
6c833dcf85a9f1ba6cc99799431bd8b8,2897b4523716dc171e582e1483fe7965,ftn2018-0186,46e571dcedf490e3f602885e34927527,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,a platoon,2nd district,patrol,field operations bureau,hands,l1,yes,26,1,No,new-orleans-pd,refused verbal commands
2d170f0ba5a8ff52fa5fddf074b39a8c,289bd9dad61ec7fbce090e6c5529d335,ftn2016-0336,2291a29fd7f81d7bc4c0f300c8d83863,Completed,traffic stop,poor,clear conditions,,use of force authorized,task force a,3rd district,,field operations bureau,firearm (exhibited),l1,no,37,16,No,new-orleans-pd,refused verbal commands
db5a9bb17dc129cfe305d8d11180ea20,289e76047894f994cca36388a436ff99,ftn2020-0151,379b797bc65859181c113e3268d0b594,Completed,arresting,poor,clear conditions,between 11pm-7am,use of force justified,c platoon,2nd district,patrol,field operations bureau,hands,l1,no,41,17,No,new-orleans-pd,refused verbal commands
2d6625911c97626281c3f4f1b18ef553,28a46c5136474ffb654322e410a822f3,ftn2017-0098,6fc6193ec37f9d5563d55b55a99e4984,Completed,other,good,clear conditions,,use of force authorized,k9,special operations,,field operations bureau,firearm (exhibited),l1,no,42,24,No,new-orleans-pd,other
7f3a64013fd482c1f22c2ee636555717,28ada2f1194bdc68f3f66d55bee2f907,ftn2019-0209,5533cb8682813ccef4e7470867963a33,Completed,call for service,poor,clear conditions,between 3pm-11pm,use of force justified,b platoon,1st district,patrol,field operations bureau,firearm (exhibited),l1,yes,24,3,No,new-orleans-pd,refused verbal commands
20dd83bec2f43f9199f1bab5bdb52a5d,28b34b6241c7de67c07ebbdf047cfb9f,ftn2018-0008,ac5f87c456c1d925e032007a1f57b691,Completed,arresting,good,clear conditions,between 7am-3pm,use of force authorized,k9,2nd district,,field operations bureau,canine (no bite),l2,yes,38,13,No,new-orleans-pd,flight from an officer
aa41ff2660a64feb023c91d8f95ab472,28c21408248e6d6cc396921cb5123daa,ftn2021-0037,df26b76567a2294032a37f787f896d86,Completed,arresting,good,clear conditions,between 7am-3pm,use of force justified,a platoon,2nd district,patrol,field operations bureau,firearm (exhibited),l1,yes,35,14,No,new-orleans-pd,resisted lawful arrest
8bd0647c941272876dc8c243014afad4,28cb02e0bc71b7eef08be8b70801de29,ftn2018-0038,ffc947105d3ca1f5df82b3bbba43ec2a,Completed,serving a warrant,poor,clear conditions,between 11pm-7am,use of force authorized,school resource officers,special operations,,field operations bureau,firearm (exhibited),l1,yes,40,11,No,new-orleans-pd,flight from an officer
8d796f509a6693783e2d2b5b2f5cb213,28cb8e18652a6699994f4a12b96cef1e,ftn2019-0112,0c941829f05f75cf1c49d3ec1494f8d6,Completed,pedestrian stop,poor,clear conditions,between 3pm-11pm,use of force justified with policy violation,b platoon,4th district,patrol,field operations bureau,hands,l1,yes,38,8,No,new-orleans-pd,refused verbal commands
03a2586d5c212d577a82f00bb7d61061,28cf7e471c22486e0b6aec7bcd6701e6,ftn2020-0133,0e51096a0520b4f673f969f15e960410,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified with training,c platoon,1st district,patrol,field operations bureau,takedown (no injury),l1,yes,26,4,No,new-orleans-pd,refused verbal commands
96dab8486af8f52c7104875ed2406616,28d0e108d30a9cc57c6797ea50f43863,ftn2021-0049,242751d5385a370d17b324ad0cc73fb9,Completed,call for service,poor,clear conditions,between 11pm-7am,use of force justified,c platoon,3rd district,patrol,field operations bureau,takedown (no injury),l1,yes,37,12,No,new-orleans-pd,battery on officer
0cd0a0fdb66576df7e5c2a40718ed5c6,28d21e126f394b877e57b6bf057f129c,ftn2018-0075,8873e14766d0550b2067dd2ab58ae385,Completed,arresting,poor,clear conditions,between 3pm-11pm,use of force authorized,evening watch,7th district,patrol,field operations bureau,force (take down),l2,yes,27,5,No,new-orleans-pd,resisted lawful arrest
a96d3e175a3af1d79397a55f9b71a97b,28e043108705e02779cf775ac70c2d08,ftn2019-0105,cdb2587a3c0d2d26b708cc5edb8262cc,Completed,arresting,poor,clear conditions,between 11pm-7am,use of force justified,task force,8th district,b,field operations bureau,takedown (no injury),l1,yes,27,6,No,new-orleans-pd,resisted lawful arrest
be6dd04e8bff4efdbc9422ac8ed16e67,28f11c2087fba91ac28bacb9dc8d5895,ftn2017-0554,07d38b75859801d4bbd5708e658b7ecf,Completed,arresting,poor,clear conditions,between 11pm-7am,use of force authorized,evening watch,7th district,patrol,field operations bureau,force (take down),l2,yes,27,5,No,new-orleans-pd,flight from an officer
82bd8984dc0efb6988396e669524e999,28f80a05dd0e452c7ee3e0b1cfcc2435,ftn2020-0052,9c69f1ad1b51561e9135cd0bce44b36a,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,4th district,patrol,field operations bureau,takedown (no injury),l1,yes,42,6,No,new-orleans-pd,refused verbal commands
802dcb89f6b356c6475dad0249c894ed,28f977d3d9db898601592503bf77242f,ftn2016-0653,fe5b0b1ad2ca834b5354405232d55145,Completed,call for service,good,clear conditions,,use of force authorized,5th district,5th district,,field operations bureau,force (take down),l2,yes,44,7,No,new-orleans-pd,resisted lawful arrest
bec1dd4d03281b02e0bb4fd8fc7f3403,290044ff94fac32de2c98e68c74b5417,ftn2019-0347,30c5e058ba148e0393ba5ad74e404319,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified,c platoon,8th district,patrol,field operations bureau,firearm (exhibited),l1,yes,28,6,No,new-orleans-pd,tactical deployments
141d36c01380e44814af151f81afa486,290a44e5011c4dff8ecc7b8fd7137e4a,ftn2021-0002,6d3636e4f5e4f3aea20240157d9a222a,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force justified,k9,2nd district,,field operations bureau,takedown (no injury),l1,yes,31,3,No,new-orleans-pd,flight from an officer
25a512f2265ebe5600d9d716af6e1ac5,2918a99c2155aeda67412226fc37ae56,ftn2020-0091,368cdf55eb99e360dd7385c3ceac7c55,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,task force,3rd district,task force a,field operations bureau,firearm (exhibited),l1,no,36,5,No,new-orleans-pd,flight from an officer
a711e10baf6050f8185047bdcd4784b0,29256f98a6ed18b022a63935d7e16ebe,ftn2017-0017,85484001b3413e06e04dfef74f9bfad2,Completed,arresting,good,clear conditions,,use of force authorized,day watch,7th district,,field operations bureau,force (escort tech),l1,yes,47,28,No,new-orleans-pd,resisted lawful arrest
802dcb89f6b356c6475dad0249c894ed,292b45be3522aa0e8eaf08bb2b15cb28,ftn2016-0445,3b31c9f1b377e80c4d9b33f2a291c389,Completed,call for service,good,clear conditions,,use of force authorized,b platoon,5th district,,field operations bureau,firearm (exhibited),l1,yes,44,7,No,new-orleans-pd,other
b49977f62fa57637be8c6b42e38f6d21,293b32f4b235185454f78e633978371a,ftn2016-0116,38c946bb8b0666c55b1bf3a7367e1fe2,Completed,serving a warrant,good,clear conditions,,use of force authorized,tactical,special operations,,field operations bureau,firearm (exhibited),l1,yes,36,17,No,new-orleans-pd,other
4885b04d7050d287e2ad518d73eb441c,293bad404dd251ab2b1181b538909b5a,ftn2018-0138,3eb8482220a22554cd37b46c7ea57000,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force authorized,k9,5th district,,field operations bureau,hands,l1,yes,44,24,No,new-orleans-pd,escape
30840eba572c193302ea8f3d2325db15,29502dee57663bc881054feb80570a50,ftn2016-0649,fb59bbfb03dd6f27e5794f334f74fe40,Completed,call for service,good,clear conditions,between 11pm-7am,use of force authorized,night watch,7th district,patrol,field operations bureau,conducted electrical weapon exhibited/laser,l1,yes,33,17,No,new-orleans-pd,refused verbal commands
64ad177c7db30a6ce9c75adeaf68ed80,29698a1fdf4b4a66c6f37e710d9a0419,ftn2016-0283,4a154da8e2fb457a7ce7a4d45a84dd22,Completed,traffic stop,good,clear conditions,,use of force authorized,a platoon,3rd district,,field operations bureau,hands,l1,yes,51,14,No,new-orleans-pd,resisted lawful arrest
9520146c4ec74cdd258084f46f3ed93a,2971aabd14016d5b7213fd2d7e27d848,ftn2019-0105,cdb2587a3c0d2d26b708cc5edb8262cc,Completed,arresting,poor,clear conditions,between 11pm-7am,use of force justified,task force,8th district,b,field operations bureau,takedown (no injury),l1,yes,38,6,No,new-orleans-pd,resisted lawful arrest
d253a363a7c0bc9ce9db106e4cbd0d8f,2988d05e18f42718ac6b20855cdff01f,ftn2017-0027,7a66e54c6c8bc6e7a06d7e50f7d70f63,Completed,traffic stop,good,clear conditions,,use of force authorized,k9,special operations,,field operations bureau,canine (no bite),l2,yes,49,30,No,new-orleans-pd,resisted lawful arrest
0850f5fb7197b000fcd429b6236b2328,299f22b3cdcb7b21a8354f1dc037b6c5,ftn2020-0310,ceb10fedfa37a3aed4f315f17a5efecc,Completed,arresting,poor,clear conditions,between 3pm-11pm,use of force justified,b platoon,3rd district,patrol,field operations bureau,hands,l1,yes,44,23,No,new-orleans-pd,resisted lawful arrest
1d69b3b6fb7e252ec87086d5f3266ae8,299f7d98f52aef51ecb09fb8ae64dd36,ftn2017-0253,81a8788086692d5d198d4125c9e47ab9,Completed,call for service,poor,clear conditions,between 11pm-7am,use of force authorized,3rd platoon,1st district,patrol,field operations bureau,other,l1,yes,30,6,No,new-orleans-pd,other
9ac35154e69867813643b50567b216cd,29cac4c48257802ba42093b6960e25b1,ftn2018-0236,9dd4626128715c42c6e02d12c79f85f0,Completed,other,poor,clear conditions,between 11pm-7am,use of force justified,c platoon,8th district,patrol,field operations bureau,firearm (exhibited),l1,yes,38,9,No,new-orleans-pd,escape
